name,place,lastEventDate,lastMatchDate,firstMatchDate,topRating,lastRating,matches,fate,fateType,fateTeams
"SVV","Vaassen","1948-01-05","1948-01-04","1947-10-19",1408.7216878611323,1327.9843165734828,2,"Gestopt",end,""
"SVC","Hoogezand","1947-10-27","1947-10-26","1942-09-27",1464.565525850074,1429.5060502869903,42,"Gestopt",end,""
"CKC","Corle","1947-10-06","1947-10-05","1946-12-01",986.8803662266619,986.8803662266619,2,"Gestopt",end,""
"Rohda (Gkb)","Gelderland","1947-10-06","1947-10-05","1946-12-01",926.882867054155,814.7675594046007,2,"Gestopt",end,""
"DSKV","Schiedam","1947-09-28","1947-05-18","1943-09-19",1507.830909822421,1309.565271977614,11,"Hernoemd naar Avanti³",rename,"Avanti³"
"DSV (R)","Rilland","1947-09-22","1947-09-21","1941-05-25",1350.1349372219654,955.1671937504585,41,"Gestopt",end,""
"SVO²","Stavenisse","1947-09-15","1947-09-14","1942-09-20",1212.8941714597886,1102.0478377184513,20,"Gestopt",end,""
"Smerdiek","Sint-Maartensdijk","1947-09-08","1947-09-07","1943-09-05",1612.2333558838616,1365.2974797933482,30,"Gestopt",end,""
"Kollum","Kollum","1947-07-21","1947-07-20","1947-04-27",1206.4912022240155,1149.7530006615077,7,"Gestopt",end,""
"DOS (H)","Harkema","1947-07-14","1947-07-13","1947-04-27",1239.131519344068,1161.7481385149397,3,"Gestopt",end,""
"Rapide","Axel","1947-07-14","1947-07-13","1920-08-08",1662.853326087686,1446.8076071246223,123,"Gestopt",end,""
"Paesens","Paesens","1947-07-07","1947-07-06","1946-06-23",951.0395699519895,806.7773957467184,7,"Gestopt",end,""
"Moedig Voorwaarts (B)","Blesse","1947-06-16","1947-06-15","1922-04-23",1684.0861476162293,1344.9617439475787,39,"Gestopt",end,""
"Sportief (Z)","Zwolle","1947-06-09","1947-06-08","1945-11-11",1413.2746784169299,1252.1109318294302,25,"Gestopt",end,""
"ONA","Tilburg","1947-05-26","1947-05-25","1922-07-29",1612.737051548319,1286.161618140184,212,"Gestopt",end,""
"Hou Stand (H)","Hengelo Ov","1947-05-19","1947-05-18","1936-01-05",1610.1030490006158,1138.815257479666,52,"Gestopt",end,""
"ASC²","Amsterdam","1947-05-12","1947-05-11","1946-03-17",1863.0781741198498,1790.5355107245407,11,"Gestopt",end,""
"THB","Haarlem","1947-05-12","1947-05-11","1918-10-13",1953.3828963993165,1639.9348291666142,82,"Gestopt",end,""
"Bilthoven","Bilthoven","1947-05-05","1947-05-04","1924-10-05",1905.7645514768813,1764.911984456592,265,"Gestopt",end,""
"Oosterpoort","Groningen","1947-04-21","1947-04-20","1938-04-10",1636.1953697549504,1310.9442861258792,58,"Gestopt",end,""
"Micrometers","Arnhem","1946-12-16","1946-12-15","1941-10-05",949.7095595196243,930.1183484946678,9,"Gestopt",end,""
"ODS (Zkb)","Zeeland","1946-11-25","1946-11-24","1946-10-13",929.6946071150921,907.5737422130342,3,"Gestopt",end,""
"Volharding (G)","Groesbeek","1946-11-25","1946-11-24","1946-10-20",1014.710323837817,928.4672937127315,4,"Gestopt",end,""
"DSG","Gramsbergen","1946-11-04","1946-11-03","1946-09-15",1480.39223256809,1480.0079904035242,2,"Gestopt",end,""
"Gramsbergen","Gramsbergen","1946-11-04","1946-11-03","1946-09-15",1468.2298909092528,1434.261098914045,3,"Gestopt",end,""
"Den Ham","Den Ham","1946-10-28","1946-10-27","1945-11-11",1677.5974453010144,1647.7609898825303,12,"Gestopt",end,""
"OKK²","Nijverdal","1946-10-21","1946-10-20","1940-09-29",1375.3541987523774,1057.9703306189854,22,"Gestopt",end,""
"VIOD (H)","Den Haag","1946-10-14","1946-10-13","1946-10-13",2005.4749869761245,2005.4749869761245,1,"Gestopt",end,""
"ZEVA","Zierikzee","1946-09-23","1946-09-22","1942-07-12",1661.6720994520224,1386.4013162832434,10,"Gestopt",end,""
"Oldenzaal","Oldenzaal","1946-09-16","1946-09-15","1941-12-14",1315.1347125956563,1222.1747444088799,12,"Gestopt",end,""
"Excelsior (N)","Nisse","1946-08-19","1946-08-18","1944-04-02",1471.7301104230276,1283.9825889961248,24,"Gestopt",end,""
"SDO (Ka)","Kapelle","1946-07-22","1946-07-21","1941-08-31",1438.9039882225693,1429.8438368971742,41,"Gestopt",end,""
"Steeds Vooruit","(Friesland)","1946-06-03","1946-06-02","1944-05-07",1379.3787949527048,1321.554267189881,5,"Gestopt",end,""
"Dubbel Zes²","Smilde","1946-05-06","1946-05-05","1925-09-13",1727.7663883728355,1397.6007692574863,70,"Gestopt",end,""
"SVW","Waarde","1946-04-28","1945-08-19","1941-05-25",1284.651523508546,1166.189612165614,37,"Opgegaan in VIOS (K)",merge_into,"VIOS (K)"
"SDW","Zeyen","1946-04-08","1946-04-07","1933-04-02",1568.2077777130055,1522.5286485102956,57,"Gestopt",end,""
"Thos","Vlissingen","1946-04-01","1946-03-31","1943-04-25",1119.983141835903,971.3441694064701,9,"Gestopt",end,""
"Actief²","Amsterdam","1946-03-17","1944-02-27","1942-05-31",1998.4920935211087,1835.2567989648533,8,"Gefuseerd met Sportief tot ASC²",fuse_new,"Sportief|ASC²"
"Sportief","Amsterdam","1946-03-17","1945-12-02","1924-10-26",2047.1807800809413,1800.665576907333,294,"Gefuseerd met Actief² tot ASC²",fuse_new,"Actief²|ASC²"
"Holland","Enschede","1946-01-14","1946-01-13","1938-11-27",1609.8885045242744,1033.6312561212037,22,"Gestopt",end,""
"Maasvogels","Maastricht","1945-12-31","1945-12-30","1945-12-30",1236.4543601992202,1236.4543601992202,1,"Gestopt",end,""
"RKVVL","Maastricht","1945-12-31","1945-12-30","1945-12-30",1200.7412240783956,1200.7412240783956,1,"Gestopt",end,""
"CSP","Puttershoek","1945-12-03","1945-12-02","1943-10-17",1200.0,967.5254541392549,5,"Gestopt",end,""
"OSV²","Rotterdam?","1945-12-03","1945-12-02","1945-11-11",1295.0596728328442,1295.0596728328442,5,"Gestopt",end,""
"Be Quick²","Rotterdam?","1945-11-12","1945-11-11","1945-11-11",1202.802602294402,1198.1572135855622,4,"Gestopt",end,""
"Fluks (R)","Rotterdam?","1945-11-12","1945-11-11","1945-11-11",1589.4878918152074,1495.8595936039912,3,"Gestopt",end,""
"Kwiek²","Rotterdam","1945-11-12","1945-11-11","1945-11-11",1595.4636718639567,1549.0457288236553,1,"Gestopt",end,""
"Be Quick (K)","Kortgene","1945-08-13","1945-08-12","1942-04-26",1281.4914919375267,1142.0031048711119,26,"Gestopt",end,""
"VDB","'s-Gravenpolder","1945-08-13","1945-08-12","1921-06-19",1534.9753827182235,1238.099044888621,47,"Gestopt",end,""
"DOS (Ka)","Kamperland","1945-07-23","1945-07-22","1934-08-05",1276.90114736418,994.5625808255484,37,"Gestopt",end,""
"SVK (Ka)","Kattendijke","1945-07-02","1945-07-01","1943-04-04",954.0034499195964,906.3947224848024,16,"Gestopt",end,""
"De Zeeuwen","Middelburg","1944-08-28","1944-08-27","1942-03-29",1374.6316824364233,1191.4154382953661,13,"Gestopt",end,""
"AKV (OP)","Oude Pekela","1944-06-12","1944-06-11","1939-04-09",1506.8902244679834,1397.7971526738804,31,"Gestopt",end,""
"DEO","Groningen","1944-06-12","1944-06-11","1944-04-09",1065.7869878164493,1047.6637315500773,4,"Gestopt",end,""
"Frisia (Dr)","Drachten","1944-06-12","1944-06-11","1930-07-13",1617.6679883231839,1312.331932020826,69,"Gestopt",end,""
"KVO (Gr)","Groningen","1944-06-12","1944-06-11","1944-04-09",1532.7097673467974,1532.7097673467974,2,"Gestopt",end,""
"HVW","Hem","1944-06-05","1944-06-04","1944-06-04",1363.6268836702495,1360.477934652034,1,"Gestopt",end,""
"JVO","Leeuwarden","1944-06-05","1944-06-04","1943-06-13",1777.357256004525,1730.7765280513586,3,"Gestopt",end,""
"Vlugheid & Kracht","Harlingen","1944-06-05","1944-06-04","1944-04-23",1446.7350599125582,1396.1406088492074,3,"Gestopt",end,""
"Edo","Serooskerke","1944-05-15","1944-05-14","1938-01-09",1222.4006218186853,1222.3206898845572,12,"Gestopt",end,""
"ZKC (Zkb)","West Brabant","1944-05-15","1944-05-14","1942-08-30",1085.1717668220454,1036.5186869747038,4,"Gestopt",end,""
"Wirdum","Wirdum","1944-05-08","1944-05-07","1943-05-30",1258.0134421364035,1201.6341596787042,6,"Gestopt",end,""
"Felicitas","Sexbierum","1944-05-01","1944-04-30","1923-04-08",1591.4431736485926,1591.4431736485926,21,"Gestopt",end,""
"Gruno","Groningen","1944-05-01","1944-04-30","1935-06-09",1549.31018571873,1549.31018571873,32,"Gestopt",end,""
"Rengerspark","Leeuwarden","1944-05-01","1944-04-30","1944-04-30",900.0,893.7908720011352,1,"Gestopt",end,""
"Rivas","Ruischerbrug","1944-05-01","1944-04-30","1933-04-02",1626.8782501323867,1490.5911159951377,89,"Gestopt",end,""
"VOG (G)","Groningen","1944-05-01","1944-04-30","1935-04-14",1507.415011006779,1392.333181294645,74,"Gestopt",end,""
"Victorie","Groningen","1944-05-01","1944-04-30","1944-04-30",900.6262134109916,896.1313934282887,1,"Gestopt",end,""
"WKC (Wlp)","Wilp","1944-05-01","1944-04-30","1942-05-17",1569.5531095961012,1312.5991901654597,15,"Gestopt",end,""
"BKC (Ba)","Balkbrug","1944-04-24","1944-04-23","1942-05-03",1251.1195773917834,1250.8129367468825,9,"Gestopt",end,""
"DKC (Di)²","Diever","1944-04-24","1944-04-23","1942-04-05",1342.5324200575858,1107.8049022301027,14,"Gestopt",end,""
"Dio (H)","Hooghalen","1944-04-24","1944-04-23","1943-04-11",1493.6359070795747,1493.3292664346739,6,"Gestopt",end,""
"Swastika","Smilde","1944-04-24","1944-04-23","1930-05-04",1693.6107432131564,1583.3295758632648,47,"Gestopt",end,""
"DWV","Amsterdam","1944-02-28","1944-02-27","1941-04-27",1765.567306086761,1648.4926840877044,8,"Gestopt",end,""
"Golva","Oisterwijk","1944-02-28","1944-02-27","1943-09-19",1328.7265376053988,1270.2023228907951,2,"Gestopt",end,""
"LEB","Tilburg","1944-02-28","1944-02-27","1942-09-20",1000.0470880707686,999.9782828411071,6,"Gestopt",end,""
"OKC (O)","Oostvoorne","1944-01-31","1944-01-30","1937-10-03",1498.9867765458089,1251.8375976897664,23,"Gestopt",end,""
"SVD","Den Bosch","1944-01-10","1944-01-09","1943-09-26",1110.8583604893488,1055.4731335409076,5,"Gestopt",end,""
"Lodek","Oisterwijk","1943-12-13","1943-12-12","1937-10-31",1053.2882375815198,1053.1898982445607,17,"Gestopt",end,""
"OWB","Breda","1943-12-13","1943-12-12","1942-11-15",1082.0001104041955,1057.3538186333687,5,"Gestopt",end,""
"TKV","Haren","1943-11-22","1943-11-21","1942-11-15",913.9445566113484,884.3248161532058,8,"Gestopt",end,""
"Markelo²","Markelo","1943-11-15","1943-11-14","1931-10-25",1544.0759971072723,1246.0383703411676,51,"Gestopt",end,""
"Palthe","Almelo","1943-11-01","1943-10-31","1939-10-01",1329.4109100258318,1156.3099032067653,21,"Gestopt",end,""
"Pechvogels²","Amsterdam","1943-10-25","1943-10-24","1939-03-19",1832.9285617137205,1482.1116884263422,6,"Gestopt",end,""
"ADE","Weesp","1943-10-18","1943-10-17","1941-10-05",1463.5684160655046,1383.5260929858132,3,"Gestopt",end,""
"Slikkerveer","Slikkerveer","1943-10-18","1943-10-17","1943-10-17",2004.6147158965273,2004.0878590189186,1,"Gestopt",end,""
"SVH","Oudelande","1943-09-06","1943-09-05","1943-04-04",1505.7115064299371,1454.4850400462337,6,"Gestopt",end,""
"HBS (B)","Blijham","1943-08-23","1943-08-22","1920-06-27",1669.0286932384545,1487.6113422319902,150,"Gestopt",end,""
"Lyts Bigjin","Langezwaag","1943-08-23","1943-08-22","1941-05-11",1135.289335896977,1087.6823316176935,5,"Gestopt",end,""
"Rawi","Winschoten","1943-08-16","1943-08-15","1943-04-11",1293.0,1238.6402162966037,3,"Gestopt",end,""
"ODK (W)","Wijnjeterp","1943-07-12","1943-07-11","1940-05-05",1341.179993883832,1093.5045031492136,14,"Gestopt",end,""
"HDS (O)","Ouderkerk","1943-07-11","1942-09-06","1928-06-24",1732.8739452061611,1354.8191482664306,106,"Hernoemd naar OWK (O)",rename,"OWK (O)"
"ZKC (Zh)","Zuidhorn","1943-07-05","1943-07-04","1941-06-29",1257.291821933294,1182.9454956813258,8,"Gestopt",end,""
"Stanfries (A)","Appelscha","1943-06-21","1943-06-20","1942-09-20",1373.4158021045516,1219.1250137189102,5,"Gestopt",end,""
"KCV","Venlo","1943-05-24","1943-05-23","1940-10-20",1421.436989536772,1325.7277072817096,7,"Gestopt",end,""
"Olympus","Amsterdam","1943-04-12","1943-04-11","1941-05-25",1871.6244040049166,1784.3401691663803,16,"Gestopt",end,""
"RSV²","Tilburg","1943-04-12","1943-04-11","1942-09-20",972.8206472503203,837.2205896674195,4,"Gestopt",end,""
"Willemstad","Willemstad","1943-04-12","1943-04-11","1942-08-23",1310.6694205059662,1204.5286591258864,4,"Gestopt",end,""
"Achilles (B)","Bergen op Zoom","1943-04-05","1943-04-04","1941-04-13",1360.5974419058962,1239.6039918311667,6,"Gestopt",end,""
"Stormvogels (H)","Hillegom","1943-03-15","1943-03-14","1941-10-05",1621.5055100081638,1610.0354384851,8,"Gestopt",end,""
"Redichem","Renkum","1943-03-08","1943-03-07","1933-10-01",1318.126678966183,1115.0438303048027,37,"Gestopt",end,""
"Vlug en Lenig²","Schiedam","1942-11-16","1942-11-15","1934-10-07",1607.8765109263754,1423.2103279393953,56,"Gestopt",end,""
"KVC","Cadzand","1942-10-12","1942-10-11","1942-05-24",991.75,986.5508358933974,5,"Gestopt",end,""
"Amsterdam Noord","Amsterdam","1942-10-05","1942-10-04","1938-10-02",1768.031409085545,1582.5467799489643,27,"Gestopt",end,""
"Levu","Utrecht","1942-09-28","1942-09-27","1941-09-14",1085.128823256513,971.6393445058861,4,"Gestopt",end,""
"Tiel Utrecht","Tiel","1942-09-21","1942-09-20","1942-09-20",1031.1554031177134,1031.1554031177134,1,"Gestopt",end,""
"De Meervogels (A)","Amsterdam","1942-09-14","1942-09-13","1937-10-17",1987.152854726817,1567.0779368238996,21,"Gestopt",end,""
"POLO","?","1942-07-20","1942-07-19","1942-07-05",1229.2472856879385,1209.4510244283545,2,"Gestopt",end,""
"Blauw Geel (J)","Joure","1942-06-15","1942-06-14","1942-05-03",1162.8386308860768,1148.5023251337218,4,"Gestopt",end,""
"DVO (V)","Varsseveld","1942-05-18","1942-05-17","1941-10-05",1103.763390149805,1061.1119771560793,9,"Gestopt",end,""
"Jong Leven","Hilversum","1942-04-20","1942-04-19","1941-10-05",1207.8709574348688,1187.6097692319545,2,"Gestopt",end,""
"GVS","Tilburg","1942-04-13","1942-04-12","1942-04-12",1072.221001629398,1017.3407326966073,2,"Gestopt",end,""
"De Kweek","Den Haag","1942-03-30","1942-03-29","1928-09-23",1751.4061813009291,1458.2499825715167,63,"Gestopt",end,""
"ReadyTekca","Amsterdam","1941-12-22","1941-12-21","1926-10-31",1924.9445256833083,1300.6574404624919,155,"Gestopt",end,""
"WZM","Middelburg","1941-12-01","1941-11-30","1941-11-30",1662.75,1601.2820565547618,1,"Gestopt",end,""
"HDS","Leersum","1941-11-10","1941-11-09","1930-10-12",1432.793340862259,1173.180731088753,24,"Gestopt",end,""
"Kievit","Amerongen","1941-11-10","1941-11-09","1941-10-19",1324.4152346829044,1324.4152346829044,2,"Gestopt",end,""
"Animo²","Haarlem","1941-10-19","1935-02-17","1929-10-06",1675.3750694050093,1316.5657772435688,44,"Hernoemd naar Animo Ready",rename,"Animo Ready"
"ODI (H)","Den Haag","1941-09-15","1941-09-14","1923-10-28",1749.4756708949337,1642.994925237778,116,"Gestopt",end,""
"Olympia (Z)","Zierikzee","1941-09-08","1941-09-07","1929-05-12",1755.5634218709206,1344.0098770931133,101,"Gestopt",end,""
"SSS (H)","Haamstede","1941-07-06","1938-09-04","1929-05-12",1525.6997610976373,1379.0182591270068,101,"Hernoemd naar Dindoa (H)",rename,"Dindoa (H)"
"Oosterkwartier (A)","Amsterdam","1941-06-23","1941-06-22","1932-10-30",1967.4876796133449,1967.454647646677,24,"Gestopt",end,""
"Renesse Vooruit","Renesse","1941-06-08","1931-06-14","1930-04-20",1222.490235366044,1202.0833548344146,7,"Hernoemd naar Strandvogels",rename,"Strandvogels"
"Hercules","Amsterdam","1941-05-12","1941-05-11","1913-10-26",2011.6062595241174,1580.1805211930773,372,"Gestopt",end,""
"Sparta (A)²","Amsterdam²","1941-05-12","1941-05-11","1926-10-03",1768.9182590219118,1752.9411727115942,127,"Gestopt",end,""
"Dowocs (H)","Holten","1941-04-28","1941-04-27","1940-10-06",1142.8933223341603,1126.2563918934961,3,"Gestopt",end,""
"Wartburgia","Amsterdam","1941-04-27","1939-04-30","1930-03-23",1461.4312686808728,1356.147769650268,3,"Hernoemd naar DWV",rename,"DWV"
"Oosterpark (G)","Groningen","1941-04-14","1941-04-13","1941-04-13",1541.8601543320106,1541.8601543320106,1,"Gestopt",end,""
"Baerne","Baarn","1941-03-31","1941-03-30","1926-09-26",1783.2355598004447,1593.1825178370898,133,"Gestopt",end,""
"NASB","Eindhoven","1940-09-29","1940-08-25","1932-10-16",1533.9264151719947,1488.2217928350833,45,"Hernoemd naar Sportlust",rename,"Sportlust"
"Smilde","Smilde","1940-09-02","1940-09-01","1939-10-01",918.2009436699552,888.405884777999,4,"Gestopt",end,""
"HBS (M)","Middelburg","1940-07-22","1940-07-21","1933-10-22",1649.5243775065646,1328.9501656573266,22,"Gestopt",end,""
"SIOL","Scharmer-Harkstede","1940-06-03","1940-06-02","1936-03-22",1244.1342638330455,1244.1342638330455,13,"Gestopt",end,""
"HBS (H)","Den Haag","1940-05-06","1940-05-05","1920-10-17",1893.6269468501152,1643.553429807677,197,"Gestopt",end,""
"GESH (A)","Alteveer","1940-04-22","1940-04-21","1932-04-17",1572.3681063023535,1203.7640074376295,18,"Gestopt",end,""
"Zuiderkwartier³","Amsterdam","1940-04-08","1940-04-07","1933-09-03",1935.8187928957677,1814.507149831316,57,"Gestopt",end,""
"DION","Oldenzaal","1940-03-04","1940-03-03","1933-11-05",1478.3076824669506,1434.1600166394119,25,"Gestopt",end,""
"Elto","Den Helder","1940-03-04","1940-03-03","1936-09-13",1837.5041888410133,1667.2110283561974,20,"Gestopt",end,""
"KVDH","Den Helder","1940-03-04","1940-03-03","1937-10-31",1397.1704042745487,1339.6683379712763,13,"Gestopt",end,""
"Be Quick","Nijmegen","1939-12-04","1939-12-03","1916-11-05",1655.0636458224715,1254.6375444733821,206,"Gestopt",end,""
"SVA","Eindhoven","1939-12-04","1939-12-03","1934-01-21",1528.8452133984213,1421.14966807777,35,"Gestopt",end,""
"Shell","Amsterdam","1939-11-13","1939-11-12","1937-10-03",1722.261249753416,1615.1273579843935,10,"Gestopt",end,""
"HKC (DH)","Den Helder","1939-10-08","1939-07-16","1937-10-24",1364.2465187108403,1263.9684894930244,4,"Opgegaan in Elto",merge_into,"Elto"
"GESH","Valthermond","1939-09-04","1939-09-03","1920-10-24",1260.6784573099987,1189.9099556271642,20,"Gestopt",end,""
"Oring","Odoorn","1939-09-04","1939-09-03","1913-11-23",1668.6078458202107,1363.2051210696734,46,"Gestopt",end,""
"VIOS (Oo)","Oosterhesselen","1939-08-28","1939-08-27","1920-10-24",1537.1834614010425,1352.7156684158683,25,"Gestopt",end,""
"Kwiek (A)","Assen","1939-07-17","1939-07-16","1935-05-05",1382.0824439267506,1381.9944883761564,15,"Gestopt",end,""
"Quick (Ad)","Aduard","1939-07-03","1939-07-02","1934-04-08",1405.9102408045678,1175.3965142859115,27,"Gestopt",end,""
"Domburg","Domburg","1939-06-26","1939-06-25","1938-01-09",1236.6109449990686,1052.6982034856496,10,"Gestopt",end,""
"Seolto (T)","Terneuzen","1939-06-19","1939-06-18","1927-07-31",1574.7792140427468,1471.9212243544569,59,"Gestopt",end,""
"Wester","Amsterdam","1939-06-19","1939-06-18","1928-09-16",1972.3157710907626,1885.2177181613154,67,"Gestopt",end,""
"HMS (D)","Dinteloord","1939-06-05","1939-06-04","1931-05-10",1571.0151682452454,1352.1750975609514,6,"Gestopt",end,""
"Roda (K)","Kortgene","1939-05-29","1939-05-28","1938-07-03",1119.5402553213357,1119.3548609531786,3,"Gestopt",end,""
"KVKV","Alkmaar","1939-05-22","1939-05-21","1922-09-10",1903.9804206898111,1341.9839832206005,123,"Gestopt",end,""
"Breda","Breda","1939-05-15","1939-05-14","1932-09-25",1683.5310156077783,1522.3632509838885,78,"Gestopt",end,""
"Linnaeus","Amsterdam","1939-05-01","1939-04-30","1934-12-30",1772.0443065440927,1665.88242849695,17,"Gestopt",end,""
"District V²","Amsterdam²","1939-04-24","1939-04-23","1934-09-16",1785.0471447680507,1723.144540945907,25,"Gestopt",end,""
"Vesta","Amsterdam","1939-04-24","1939-04-23","1928-09-09",1879.8759977179493,1815.0362963192456,95,"Gestopt",end,""
"VVO","Amsterdam","1939-03-06","1939-03-05","1938-03-27",1043.0062216438303,1042.563563203718,3,"Gestopt",end,""
"Mulo","Helmond","1939-02-27","1939-02-26","1936-11-08",1417.4911471476796,1185.3862744318587,15,"Gestopt",end,""
"Red Star","Amsterdam","1939-02-27","1939-02-26","1938-01-23",913.0100797944847,901.9932857027757,2,"Gestopt",end,""
"VIOS (A)","Amsterdam","1939-02-27","1939-02-26","1938-01-23",912.1086347455275,899.7412290135837,2,"Gestopt",end,""
"Hekkensluiters","Vollenhove","1938-11-28","1938-11-27","1934-09-30",1258.6237599987176,973.673147556543,14,"Gestopt",end,""
"KIOL (Z)","Zwolle","1938-11-28","1938-11-27","1929-11-17",1377.6831169888821,1377.6308808956796,59,"Gestopt",end,""
"Quick (Z)","Zwolle","1938-11-28","1938-11-27","1930-02-23",1360.2992247916602,1289.600789890244,54,"Gestopt",end,""
"Excelsior (W)","Westwoud","1938-11-21","1938-11-20","1937-09-19",1160.2293962283989,1091.6966141056562,5,"Gestopt",end,""
"Excelsior (K)","Kampen","1938-10-31","1938-10-30","1927-09-18",1349.515706013675,1127.962917606932,67,"Gestopt",end,""
"Beatrix","Willemstad","1938-10-10","1938-10-09","1938-06-26",1338.2401052929858,1263.9385755690491,4,"Gestopt",end,""
"FSV","Zeeland","1938-10-03","1938-10-02","1938-06-26",1266.7289287051697,1237.6512799406316,4,"Gestopt",end,""
"Volharding (A)","Amsterdam","1938-09-18","1938-05-22","1927-09-18",1984.0196214675493,1849.7622984872255,169,"Hernoemd naar Archipel",rename,"Archipel"
"HKC (Hrb)","Herbaijum","1938-08-01","1938-07-31","1935-05-05",1155.4510752222595,1152.8379220577972,7,"Gestopt",end,""
"DOV","Weerdinge","1938-07-25","1938-07-24","1920-10-24",1704.7347059366682,1503.4941437312173,21,"Gestopt",end,""
"Nocht en Wille","Hallum","1938-07-18","1938-07-17","1938-05-22",1126.8367502937338,1077.1278442992545,2,"Gestopt",end,""
"OKC (Oost)","Oosterland","1938-07-11","1938-07-10","1932-06-05",1328.1003620168892,1064.3435053486926,26,"Gestopt",end,""
"TKV (Th)","Tholen","1938-06-27","1938-06-26","1938-06-26",900.949619776068,895.7848291759188,1,"Gestopt",end,""
"Vitesse (H)","Hoogeveen","1938-06-27","1938-06-26","1933-04-23",1627.6958751493548,1318.2006633551555,38,"Gestopt",end,""
"ODIO","Hengelo Ov","1938-06-20","1938-06-19","1929-10-13",1657.2460652796822,1485.6462876565508,50,"Gestopt",end,""
"Westhoek","Scherpenzeel","1938-05-30","1938-05-29","1938-05-29",900.0,891.5487951743827,1,"Gestopt",end,""
"Unilever","Rotterdam","1938-05-23","1938-05-22","1933-09-24",1733.7178713545711,1379.4209774127764,28,"Gestopt",end,""
"Avanti²","Amsterdam","1938-05-16","1938-05-15","1926-12-05",1927.6063170081409,1612.4210028216958,103,"Gestopt",end,""
"Duiven","Den Dolder","1938-05-09","1938-05-08","1938-05-08",1200.0,1195.7849952174256,1,"Gestopt",end,""
"Rading","Hollandsche Rading","1938-05-09","1938-05-08","1938-05-08",2006.0547917146262,2005.6320847193263,1,"Gestopt",end,""
"Groen Zwart (A)","Amsterdam","1938-05-02","1938-05-01","1933-10-22",1891.833174759032,1884.2239637222133,29,"Gestopt",end,""
"Oosten²","Amsterdam","1938-04-25","1938-04-24","1933-03-05",1725.7059686873129,1554.2683167729465,37,"Gestopt",end,""
"VEMO (T)","Tijnje","1938-04-25","1938-04-24","1933-04-09",1435.368859110057,1410.8085699340852,19,"Gestopt",end,""
"Algemeene","Amsterdam","1938-04-11","1938-04-10","1928-11-04",1717.4645360468232,1421.338860009904,59,"Gestopt",end,""
"EWW","Vlissingen","1938-03-28","1938-03-27","1933-06-04",1509.8364830775365,1509.8364830775365,13,"Gestopt",end,""
"DES (P)","Poortugaal","1938-03-21","1938-03-20","1933-05-21",1501.192665241617,1483.6279939846315,33,"Gestopt",end,""
"TOP (W)","Weert","1938-02-21","1938-02-20","1936-11-08",1294.0414287388799,1158.7919785548318,9,"Gestopt",end,""
"Blauw Rood","Wageningen","1938-02-14","1938-02-13","1936-11-29",1138.0912124574886,1047.554159178988,8,"Gestopt",end,""
"NASB (B)","Breda","1938-02-07","1938-02-06","1933-12-31",1365.8878487568447,1340.158888204293,17,"Gestopt",end,""
"Rapid (B)","Den Bosch","1937-12-20","1937-12-19","1932-09-25",1450.0874392997728,1305.962760839594,15,"Gestopt",end,""
"Be Fair","Oldenzaal","1937-11-15","1937-11-14","1933-11-05",1205.0842759136265,1038.4038966979806,12,"Gestopt",end,""
"Annen","Annen","1937-10-04","1937-10-03","1930-05-04",1666.4812887036287,1406.0840605433393,44,"Gestopt",end,""
"Gees","Gees","1937-09-06","1937-09-05","1936-04-26",1242.2417293717085,1240.9941899593337,8,"Gestopt",end,""
"Excelsior (Z)","Zierikzee","1937-08-30","1937-08-29","1929-05-05",1809.4034765245347,1624.901670514204,103,"Gestopt",end,""
"Oosterstreek","Noordwolde","1937-07-12","1937-07-11","1937-04-25",1169.9419575206773,1100.5545012870837,4,"Gestopt",end,""
"Gronitas","Groningen","1937-07-05","1937-07-04","1937-05-23",900.0,885.9025063461957,2,"Gestopt",end,""
"NASB (D)","Dordrecht","1937-07-05","1937-07-04","1937-05-02",900.0,853.4710910532428,2,"Gestopt",end,""
"GKC²","Grijpskerk","1937-06-28","1937-06-27","1933-04-23",1412.9630336047549,1288.3753479584889,44,"Gestopt",end,""
"Blauw Wit (OP)","Oude Pekela","1937-06-21","1937-06-20","1937-04-04",1253.3647886566612,1253.3647886566612,4,"Gestopt",end,""
"HMS","Bakkeveen","1937-06-14","1937-06-13","1935-04-28",1351.8953296301581,1351.8953296301581,14,"Gestopt",end,""
"MIA (M)","Musselkanaal","1937-06-07","1937-06-06","1920-09-05",1597.6597969308878,1264.039755743997,26,"Gestopt",end,""
"VIOS (H)","Heenvliet","1937-05-24","1937-05-23","1930-07-05",1539.4755627887714,1407.97775671525,58,"Gestopt",end,""
"Concordia (Zkb)","Zeeland","1937-05-03","1937-05-02","1937-01-24",1267.4086881145806,1249.5120217837932,3,"Gestopt",end,""
"Leusderkwartier","Amersfoort","1937-04-26","1937-04-25","1934-11-11",1487.4840709006157,1480.7193655257454,8,"Gestopt",end,""
"VIOD (G)","Germerwolde","1937-04-26","1937-04-25","1932-03-27",1305.245058455292,1034.20796500836,43,"Gestopt",end,""
"DKAV","Diemen","1937-04-05","1937-04-04","1933-10-22",1855.3873600721413,1655.629364639339,16,"Gestopt",end,""
"Kameraadschap","Amsterdam","1937-04-05","1937-04-04","1933-10-29",1471.4145289711582,1471.4145289711582,13,"Gestopt",end,""
"ODS (W)","Winterswijk","1937-04-05","1937-04-04","1936-09-20",1317.1869679620634,1187.5264586266962,6,"Gestopt",end,""
